CODE,DESCRIPTION
I222,SUBSEQUENT NON-ST ELEVATION (NSTEMI) MYOCARDIAL INFARCTION
I249,"ACUTE ISCHEMIC HEART DISEASE, UNSPECIFIED"
I2510,ATHSCL HEART DISEASE OF NATIVE CORONARY ARTERY W/O ANG PCTRS
I2541,CORONARY ARTERY ANEURYSM
I2609,OTHER PULMONARY EMBOLISM WITH ACUTE COR PULMONALE
I281,ANEURYSM OF PULMONARY ARTERY
I313,PERICARDIAL EFFUSION (NONINFLAMMATORY)
I379,"NONRHEUMATIC PULMONARY VALVE DISORDER, UNSPECIFIED"
I440,"ATRIOVENTRICULAR BLOCK, FIRST DEGREE"
I452,BIFASCICULAR BLOCK
I4720,"VENTRICULAR TACHYCARDIA, UNSPECIFIED"
I4949,OTHER PREMATURE DEPOLARIZATION
I495,SICK SINUS SYNDROME
I498,OTHER SPECIFIED CARDIAC ARRHYTHMIAS
I501,"LEFT VENTRICULAR FAILURE, UNSPECIFIED"
I5032,CHRONIC DIASTOLIC (CONGESTIVE) HEART FAILURE
I5040,UNSP COMBINED SYSTOLIC AND DIASTOLIC (CONGESTIVE) HRT FAIL
I519,"HEART DISEASE, UNSPECIFIED"
I608,OTHER NONTRAUMATIC SUBARACHNOID HEMORRHAGE
I6203,NONTRAUMATIC CHRONIC SUBDURAL HEMORRHAGE
I6332,CEREBRAL INFRC DUE TO THROMBOSIS OF ANTERIOR CEREBRAL ARTERY
I6340,CEREBRAL INFARCTION DUE TO EMBOLISM OF UNSP CEREBRAL ARTERY
I651,OCCLUSION AND STENOSIS OF BASILAR ARTERY
I6622,OCCLUSION AND STENOSIS OF LEFT POSTERIOR CEREBRAL ARTERY
I6629,OCCLUSION AND STENOSIS OF UNSP POSTERIOR CEREBRAL ARTERY
I670,"DISSECTION OF CEREBRAL ARTERIES, NONRUPTURED"
I6781,ACUTE CEREBROVASCULAR INSUFFICIENCY
I6783,POSTERIOR REVERSIBLE ENCEPHALOPATHY SYNDROME
I6900,UNSPECIFIED SEQUELAE OF NONTRAUMATIC SUBARACHNOID HEMORRHAGE
I6901,COGNITIVE DEFICITS FOLLOWING NTRM SUBARACHNOID HEMORRHAGE
I6903,MONOPLG UPR LMB FOLLOWING NTRM SUBARACHNOID HEMORRHAGE
I6981,COGNITIVE DEFICITS FOLLOWING OTHER CEREBROVASCULAR DISEASE
I7092,CHRONIC TOTAL OCCLUSION OF ARTERY OF THE EXTREMITIES
I715,"THORACOABDOMINAL AORTIC ANEURYSM, RUPTURED"
I726,ANEURYSM OF VERTEBRAL ARTERY
I739,"PERIPHERAL VASCULAR DISEASE, UNSPECIFIED"
I76,SEPTIC ARTERIAL EMBOLISM
I809,PHLEBITIS AND THROMBOPHLEBITIS OF UNSPECIFIED SITE
I8229,EMBOLISM AND THROMBOSIS OF OTHER THORACIC VEINS
I824Z,ACUTE EMBLSM AND THOMBOS UNSP DEEP VEINS OF DISTAL LOW EXTRM
I8259,CHRONIC EMBOLISM AND THROMBOSIS OF DEEP VEIN OF LOW EXTRM
I8281,EMBOLISM AND THROMBOSIS OF SUPERFICIAL VEINS OF LOW EXTRM
I8310,VARICOSE VEINS OF UNSP LOWER EXTREMITY WITH INFLAMMATION
I8390,ASYMPTOMATIC VARICOSE VEINS OF UNSPECIFIED LOWER EXTREMITY
I8500,ESOPHAGEAL VARICES WITHOUT BLEEDING
I8511,SECONDARY ESOPHAGEAL VARICES WITH BLEEDING
I9711,POSTPROCEDURAL CARDIAC INSUFFICIENCY
J050,ACUTE OBSTRUCTIVE LARYNGITIS [CROUP]
J120,ADENOVIRAL PNEUMONIA
J122,PARAINFLUENZA VIRUS PNEUMONIA
J150,PNEUMONIA DUE TO KLEBSIELLA PNEUMONIAE
J158,PNEUMONIA DUE TO OTHER SPECIFIED BACTERIA
J202,ACUTE BRONCHITIS DUE TO STREPTOCOCCUS
J205,ACUTE BRONCHITIS DUE TO RESPIRATORY SYNCYTIAL VIRUS
J301,ALLERGIC RHINITIS DUE TO POLLEN
J312,CHRONIC PHARYNGITIS
J339,"NASAL POLYP, UNSPECIFIED"
J341,CYST AND MUCOCELE OF NOSE AND NASAL SINUS
J370,CHRONIC LARYNGITIS
J430,UNILATERAL PULMONARY EMPHYSEMA [MACLEOD'S SYNDROME]
J670,FARMER'S LUNG
J680,"BRONCHITIS & PNEUMONITIS D/T CHEMICALS, GAS, FUMES & VAPORS"
J8289,"OTHER PULMONARY EOSINOPHILIA, NOT ELSEWHERE CLASSIFIED"
J8489,OTHER SPECIFIED INTERSTITIAL PULMONARY DISEASES
J90,"PLEURAL EFFUSION, NOT ELSEWHERE CLASSIFIED"
J910,MALIGNANT PLEURAL EFFUSION
J9381,CHRONIC PNEUMOTHORAX
J9383,OTHER PNEUMOTHORAX
J9500,UNSPECIFIED TRACHEOSTOMY COMPLICATION
J9583,POSTPROC HEMORRHAGE OF A RESP SYS ORG FOLLOWING A PROCEDURE
J9801,ACUTE BRONCHOSPASM
K006,DISTURBANCES IN TOOTH ERUPTION
K0531,"CHRONIC PERIODONTITIS, LOCALIZED"
K061,GINGIVAL ENLARGEMENT
K0823,SEVERE ATROPHY OF THE MANDIBLE
K2091,"ESOPHAGITIS, UNSPECIFIED WITH BLEEDING"
K2281,ESOPHAGEAL POLYP
K250,ACUTE GASTRIC ULCER WITH HEMORRHAGE
K269,"DUODENAL ULCER, UNSP AS ACUTE OR CHRONIC, W/O HEMOR OR PERF"
K271,"ACUTE PEPTIC ULCER, SITE UNSPECIFIED, WITH PERFORATION"
K382,DIVERTICULUM OF APPENDIX
K4021,"BILATERAL INGUINAL HERNIA, W/O OBST OR GANGRENE, RECURRENT"
K4091,"UNILATERAL INGUINAL HERNIA, W/O OBST OR GANGRENE, RECURRENT"
K420,"UMBILICAL HERNIA WITH OBSTRUCTION, WITHOUT GANGRENE"
K5001,CROHN'S DISEASE OF SMALL INTESTINE WITH COMPLICATIONS
K5090,"CROHN'S DISEASE, UNSPECIFIED, WITHOUT COMPLICATIONS"
K5121,ULCERATIVE (CHRONIC) PROCTITIS WITH COMPLICATIONS
K5190,"ULCERATIVE COLITIS, UNSPECIFIED, WITHOUT COMPLICATIONS"
K521,TOXIC GASTROENTERITIS AND COLITIS
K559,"VASCULAR DISORDER OF INTESTINE, UNSPECIFIED"
K5660,UNSPECIFIED INTESTINAL OBSTRUCTION
K5669,OTHER INTESTINAL OBSTRUCTION
K5790,"DVRTCLOS OF INTEST, PART UNSP, W/O PERF OR ABSCESS W/O BLEED"
K5792,"DVTRCLI OF INTEST, PART UNSP, W/O PERF OR ABSCESS W/O BLEED"
K580,IRRITABLE BOWEL SYNDROME WITH DIARRHEA
K5901,SLOW TRANSIT CONSTIPATION
K5902,OUTLET DYSFUNCTION CONSTIPATION
K626,ULCER OF ANUS AND RECTUM
K6282,DYSPLASIA OF ANUS
K639,"DISEASE OF INTESTINE, UNSPECIFIED"
K717,TOXIC LIVER DISEASE WITH FIBROSIS AND CIRRHOSIS OF LIVER
K719,"TOXIC LIVER DISEASE, UNSPECIFIED"
K7290,"HEPATIC FAILURE, UNSPECIFIED WITHOUT COMA"
K730,"CHRONIC PERSISTENT HEPATITIS, NOT ELSEWHERE CLASSIFIED"
K739,"CHRONIC HEPATITIS, UNSPECIFIED"
K743,PRIMARY BILIARY CIRRHOSIS
K759,"INFLAMMATORY LIVER DISEASE, UNSPECIFIED"
K8012,CALCULUS OF GB W ACUTE AND CHRONIC CHOLECYST W/O OBSTRUCTION
K8040,"CALCULUS OF BILE DUCT W CHOLECYSTITIS, UNSP, W/O OBSTRUCTION"
K8071,CALCULUS OF GB AND BILE DUCT W/O CHOLECYST W OBSTRUCTION
K8080,OTHER CHOLELITHIASIS WITHOUT OBSTRUCTION
K810,ACUTE CHOLECYSTITIS
K8500,IDIOPATHIC ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION
K860,ALCOHOL-INDUCED CHRONIC PANCREATITIS
K862,CYST OF PANCREAS
K902,"BLIND LOOP SYNDROME, NOT ELSEWHERE CLASSIFIED"
K9041,NON-CELIAC GLUTEN SENSITIVITY
K9172,ACC PNCTR & LAC OF A DGSTV SYS ORG DURING OTH PROCEDURE
K9189,OTH POSTPROCEDURAL COMPLICATIONS AND DISORDERS OF DGSTV SYS
K9421,GASTROSTOMY HEMORRHAGE
L0223,CARBUNCLE OF TRUNK
L0301,CELLULITIS OF FINGER
L0381,CELLULITIS OF OTHER SITES
L089,"LOCAL INFECTION OF THE SKIN AND SUBCUTANEOUS TISSUE, UNSP"
L1089,OTHER PEMPHIGUS
L118,OTHER SPECIFIED ACANTHOLYTIC DISORDERS
L131,SUBCORNEAL PUSTULAR DERMATITIS
L24A9,IRRITANT CNTCT DERM DUE FRICTION OR CNTCT W OTH BODY FLUIDS
L290,PRURITUS ANI
L292,PRURITUS VULVAE
L4053,PSORIATIC SPONDYLITIS
L433,SUBACUTE (ACTIVE) LICHEN PLANUS
L490,EXFOLIATN DUE TO ERYTHEMAT COND W < 10 PCT OF BODY SURFACE
L508,OTHER URTICARIA
L531,ERYTHEMA ANNULARE CENTRIFUGUM
L638,OTHER ALOPECIA AREATA
L650,TELOGEN EFFLUVIUM
L731,PSEUDOFOLLICULITIS BARBAE
L7452,SECONDARY FOCAL HYPERHIDROSIS
L749,"ECCRINE SWEAT DISORDER, UNSPECIFIED"
L7631,"POSTPROC HEMATOMA OF SKIN, SUBCU FOL A DERMATOLOGIC PROC"
L8901,PRESSURE ULCER OF RIGHT ELBOW
L8960,PRESSURE ULCER OF UNSPECIFIED HEEL
L8989,PRESSURE ULCER OF OTHER SITE
L8996,PRESSURE-INDUCED DEEP TISSUE DAMAGE OF UNSPECIFIED SITE
L9740,NON-PRESSURE CHRONIC ULCER OF UNSPECIFIED HEEL AND MIDFOOT
L9750,NON-PRESSURE CHRONIC ULCER OF OTHER PART OF UNSPECIFIED FOOT
L9752,NON-PRESSURE CHRONIC ULCER OF OTHER PART OF LEFT FOOT
M0009,STAPHYLOCOCCAL POLYARTHRITIS
M0080,"ARTHRITIS DUE TO OTHER BACTERIA, UNSPECIFIED JOINT"
M0087,"ARTHRITIS DUE TO OTHER BACTERIA, ANKLE AND FOOT"
M0281,"OTHER REACTIVE ARTHROPATHIES, SHOULDER"
M0561,RHEU ARTHRITIS OF SHOULDER W INVOLV OF ORGANS AND SYSTEMS
M0585,OTHER RHEUMATOID ARTHRITIS WITH RHEUMATOID FACTOR OF HIP
M0609,"RHEUMATOID ARTHRITIS W/O RHEUMATOID FACTOR, MULTIPLE SITES"
M0629,"RHEUMATOID BURSITIS, MULTIPLE SITES"
M0630,"RHEUMATOID NODULE, UNSPECIFIED SITE"
M0634,"RHEUMATOID NODULE, HAND"
M0687,"OTHER SPECIFIED RHEUMATOID ARTHRITIS, ANKLE AND FOOT"
M0760,"ENTEROPATHIC ARTHROPATHIES, UNSPECIFIED SITE"
M0880,"OTHER JUVENILE ARTHRITIS, UNSPECIFIED SITE"
M1006,"IDIOPATHIC GOUT, KNEE"
M1123,"OTHER CHONDROCALCINOSIS, WRIST"
M1252,"TRAUMATIC ARTHROPATHY, ELBOW"
M1282,"OTH SPECIFIC ARTHROPATHIES, NOT ELSEWHERE CLASSIFIED, ELBOW"
M1386,"OTHER SPECIFIED ARTHRITIS, KNEE"
M1387,"OTHER SPECIFIED ARTHRITIS, ANKLE AND FOOT"
M1631,"UNILATERAL OSTEOARTH RESULTING FROM HIP DYSPLASIA, RIGHT HIP"
M1632,"UNILATERAL OSTEOARTH RESULTING FROM HIP DYSPLASIA, LEFT HIP"
M164,BILATERAL POST-TRAUMATIC OSTEOARTHRITIS OF HIP
M1651,"UNILATERAL POST-TRAUMATIC OSTEOARTHRITIS, RIGHT HIP"
M167,OTHER UNILATERAL SECONDARY OSTEOARTHRITIS OF HIP
M1831,"UNIL POST-TRAUMA OSTEOARTH OF 1ST CARPOMETACARP JT, R HAND"
M1923,"SECONDARY OSTEOARTHRITIS, WRIST"
M1993,"SECONDARY OSTEOARTHRITIS, UNSPECIFIED SITE"
M1A00,"IDIOPATHIC CHRONIC GOUT, UNSPECIFIED SITE"
M2031,"HALLUX VARUS (ACQUIRED), RIGHT FOOT"
M2121,"FLEXION DEFORMITY, SHOULDER"
M2124,"FLEXION DEFORMITY, FINGER JOINTS"
M2342,"LOOSE BODY IN KNEE, LEFT KNEE"
M2351,"CHRONIC INSTABILITY OF KNEE, RIGHT KNEE"
M2457,"CONTRACTURE, ANKLE AND FOOT"
M2465,"ANKYLOSIS, HIP"
M2511,"FISTULA, SHOULDER"
M2525,"FLAIL JOINT, HIP"
M2539,"OTHER INSTABILITY, OTHER SPECIFIED JOINT"
M2543,"EFFUSION, WRIST"
M2555,PAIN IN HIP
M2566,"STIFFNESS OF KNEE, NOT ELSEWHERE CLASSIFIED"
M2609,OTHER SPECIFIED ANOMALIES OF JAW SIZE
M2661,ADHESIONS AND ANKYLOSIS OF TEMPOROMANDIBULAR JOINT
M2761,OSSEOINTEGRATION FAILURE OF DENTAL IMPLANT
M278,OTHER SPECIFIED DISEASES OF JAWS
M3211,ENDOCARDITIS IN SYSTEMIC LUPUS ERYTHEMATOSUS
M3319,OTHER DERMATOMYOSITIS WITH OTHER ORGAN INVOLVEMENT
M350C,SJOGREN SYNDROME WITH DENTAL INVOLVEMENT
M4000,"POSTURAL KYPHOSIS, SITE UNSPECIFIED"
M4030,"FLATBACK SYNDROME, SITE UNSPECIFIED"
M4303,"SPONDYLOLYSIS, CERVICOTHORACIC REGION"
M4319,"SPONDYLOLISTHESIS, MULTIPLE SITES IN SPINE"
M4328,"FUSION OF SPINE, SACRAL AND SACROCOCCYGEAL REGION"
M436,TORTICOLLIS
M457,ANKYLOSING SPONDYLITIS OF LUMBOSACRAL REGION
M45A5,NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS OF THRCLM REGION
M4634,"INFECTION OF INTERVERTEBRAL DISC (PYOGENIC), THORACIC REGION"
M4646,"DISCITIS, UNSPECIFIED, LUMBAR REGION"
M4685,"OTH INFLAMMATORY SPONDYLOPATHIES, THORACOLUMBAR REGION"
M4711,"OTH SPONDYLOSIS W MYELOPATHY, OCCIPITO-ATLANTO-AXIAL REGION"
M4789,OTHER SPONDYLOSIS
M4803,"SPINAL STENOSIS, CERVICOTHORACIC REGION"
M4808,"SPINAL STENOSIS, SACRAL AND SACROCOCCYGEAL REGION"
M4816,"ANKYLOSING HYPEROSTOSIS [FORESTIER], LUMBAR REGION"
M5013,"CERVICAL DISC DISORDER W RADICULOPATHY, CERVICOTHOR REGION"
M5030,"OTHER CERVICAL DISC DEGENERATION, UNSP CERVICAL REGION"
M5184,"OTHER INTERVERTEBRAL DISC DISORDERS, THORACIC REGION"
M5431,"SCIATICA, RIGHT SIDE"
M6148,"OTHER CALCIFICATION OF MUSCLE, OTHER SITE"
M6149,"OTHER CALCIFICATION OF MUSCLE, MULTIPLE SITES"
M6208,"SEPARATION OF MUSCLE (NONTRAUMATIC), OTHER SITE"
M6242,"CONTRACTURE OF MUSCLE, UPPER ARM"
M6289,OTHER SPECIFIED DISORDERS OF MUSCLE
M629,"DISORDER OF MUSCLE, UNSPECIFIED"
M6513,"OTHER INFECTIVE (TENO)SYNOVITIS, WRIST"
M6515,"OTHER INFECTIVE (TENO)SYNOVITIS, HIP"
M6517,"OTHER INFECTIVE (TENO)SYNOVITIS, ANKLE AND FOOT"
M6530,"TRIGGER FINGER, UNSPECIFIED FINGER"
M6533,"TRIGGER FINGER, MIDDLE FINGER"
M6534,"TRIGGER FINGER, RING FINGER"
M6535,"TRIGGER FINGER, LITTLE FINGER"
M654,RADIAL STYLOID TENOSYNOVITIS [DE QUERVAIN]
M7062,"TROCHANTERIC BURSITIS, LEFT HIP"
M7082,OTH SOFT TISSUE DISORD RELATED TO USE/PRESSURE OF UPPER ARM
M7097,UNSP SOFT TISSUE DISORDER RELATED TO USE/PRESSURE OF ANK/FT
M7115,"OTHER INFECTIVE BURSITIS, HIP"
M7135,"OTHER BURSAL CYST, HIP"
M7510,"UNSP ROTATR-CUFF TEAR/RUPTR, NOT SPECIFIED AS TRAUMATIC"
M7621,"ILIAC CREST SPUR, RIGHT HIP"
M769,"UNSPECIFIED ENTHESOPATHY, LOWER LIMB, EXCLUDING FOOT"
M779,"ENTHESOPATHY, UNSPECIFIED"
M795,RESIDUAL FOREIGN BODY IN SOFT TISSUE
M8433,"STRESS FRACTURE, ULNA AND RADIUS"
M8458,"PATHOLOGICAL FRACTURE IN NEOPLASTIC DISEASE, OTH SITE"
M8480,"OTHER DISORDERS OF CONTINUITY OF BONE, UNSPECIFIED SITE"
M8548,"SOLITARY BONE CYST, OTHER SITE"
M8560,"OTHER CYST OF BONE, UNSPECIFIED SITE"
M8567,"OTHER CYST OF BONE, ANKLE AND FOOT"
M8637,"CHRONIC MULTIFOCAL OSTEOMYELITIS, ANKLE AND FOOT"
M8781,"OTHER OSTEONECROSIS, SHOULDER"
M8889,OSTEITIS DEFORMANS OF MULTIPLE SITES
M8949,"OTHER HYPERTROPHIC OSTEOARTHROPATHY, MULTIPLE SITES"
M9080,"OSTEOPATHY IN DISEASES CLASSIFIED ELSEWHERE, UNSP SITE"
M9250,UNSPECIFIED JUVENILE OSTEOCHONDROSIS OF TIBIA AND FIBULA
M9428,"CHONDROMALACIA, OTHER SITE"
M9435,"CHONDROLYSIS, HIP"
M9902,SEGMENTAL AND SOMATIC DYSFUNCTION OF THORACIC REGION
M9909,SEGMENTAL AND SOMATIC DYSFUNCTION OF ABDOMEN AND OTH REGIONS
M9931,OSSEOUS STENOSIS OF NEURAL CANAL OF CERVICAL REGION
M9952,INTVRT DISC STENOSIS OF NEURAL CANAL OF THORACIC REGION
M9954,INTVRT DISC STENOSIS OF NEURAL CANAL OF SACRAL REGION
M9961,OSSEOUS AND SUBLUX STENOSIS OF INTVRT FORAMIN OF CERV REGION
M9971,CONN TISS AND DISC STENOSIS OF INTVRT FORAMIN OF CERV REGION
N059,UNSP NEPHRITIC SYNDROME WITH UNSPECIFIED MORPHOLOGIC CHANGES
N060,ISOLATED PROTEINURIA WITH MINOR GLOMERULAR ABNORMALITY
N079,"HEREDITARY NEPHROPATHY, NEC W UNSP MORPHOLOGIC LESIONS"
N139,"OBSTRUCTIVE AND REFLUX UROPATHY, UNSPECIFIED"
N151,RENAL AND PERINEPHRIC ABSCESS
N182,"CHRONIC KIDNEY DISEASE, STAGE 2 (MILD)"
N2589,OTH DISORDERS RESULTING FROM IMPAIRED RENAL TUBULAR FUNCTION
N281,"CYST OF KIDNEY, ACQUIRED"
N310,"UNINHIBITED NEUROPATHIC BLADDER, NOT ELSEWHERE CLASSIFIED"
N3581,"OTHER URETHRAL STRICTURE, MALE"
N3592,"UNSPECIFIED URETHRAL STRICTURE, FEMALE"
N414,GRANULOMATOUS PROSTATITIS
N4289,OTHER SPECIFIED DISORDERS OF PROSTATE
N4822,CELLULITIS OF CORPUS CAVERNOSUM AND PENIS
N4833,"PRIAPISM, DRUG-INDUCED"
N5201,ERECTILE DYSFUNCTION DUE TO ARTERIAL INSUFFICIENCY
N5202,CORPORO-VENOUS OCCLUSIVE ERECTILE DYSFUNCTION
N521,ERECTILE DYSFUNCTION DUE TO DISEASES CLASSIFIED ELSEWHERE
N522,DRUG-INDUCED ERECTILE DYSFUNCTION
N6041,MAMMARY DUCT ECTASIA OF RIGHT BREAST
N6312,"UNSPECIFIED LUMP IN THE RIGHT BREAST, UPPER INNER QUADRANT"
N6325,"UNSPECIFIED LUMP IN THE LEFT BREAST, OVERLAPPING QUADRANTS"
N6331,UNSPECIFIED LUMP IN AXILLARY TAIL OF THE RIGHT BREAST
N6342,"UNSPECIFIED LUMP IN LEFT BREAST, SUBAREOLAR"
N6451,INDURATION OF BREAST
N6452,NIPPLE DISCHARGE
N6459,OTHER SIGNS AND SYMPTOMS IN BREAST
N649,"DISORDER OF BREAST, UNSPECIFIED"
N651,DISPROPORTION OF RECONSTRUCTED BREAST
N7011,CHRONIC SALPINGITIS
N719,"INFLAMMATORY DISEASE OF UTERUS, UNSPECIFIED"
N758,OTHER DISEASES OF BARTHOLIN'S GLAND
N760,ACUTE VAGINITIS
N770,ULCERATION OF VULVA IN DISEASES CLASSIFIED ELSEWHERE
N803,ENDOMETRIOSIS OF PELVIC PERITONEUM
N8189,OTHER FEMALE GENITAL PROLAPSE
N820,VESICOVAGINAL FISTULA
N8301,FOLLICULAR CYST OF RIGHT OVARY
N8331,ACQUIRED ATROPHY OF OVARY
N8351,TORSION OF OVARY AND OVARIAN PEDICLE
N839,"NONINFLAMMATORY DISORD OF OVARY, FALLOP & BROAD LIGMT, UNSP"
N843,POLYP OF VULVA
N8502,ENDOMETRIAL INTRAEPITHELIAL NEOPLASIA [EIN]
N870,MILD CERVICAL DYSPLASIA
N880,LEUKOPLAKIA OF CERVIX UTERI
N903,"DYSPLASIA OF VULVA, UNSPECIFIED"
N904,LEUKOPLAKIA OF VULVA
N938,OTHER SPECIFIED ABNORMAL UTERINE AND VAGINAL BLEEDING
N96,RECURRENT PREGNANCY LOSS
N9972,ACCIDENTAL PNCTR & LAC OF A GU SYS ORG DURING OTH PROCEDURE
N9984,POSTPROC HEMATOMA AND SEROMA OF A GU SYS ORG FOL A PROCEDURE
N9989,OTH POSTPROCEDURAL COMPLICATIONS AND DISORDERS OF GU SYS
O0911,"SUPRVSN OF PREG WITH HISTORY OF ECTOPIC PREG, FIRST TRI"
O0981,SUPRVSN OF PREGNANCY RESULTING FROM ASSISTED REPRODCTV TECH
O113,"PRE-EXISTING HYPERTENSION W PRE-ECLAMPSIA, THIRD TRIMESTER"
O1414,SEVERE PRE-ECLAMPSIA COMPLICATING CHILDBIRTH
O1493,"UNSPECIFIED PRE-ECLAMPSIA, THIRD TRIMESTER"
O161,"UNSPECIFIED MATERNAL HYPERTENSION, FIRST TRIMESTER"
O209,"HEMORRHAGE IN EARLY PREGNANCY, UNSPECIFIED"
O212,LATE VOMITING OF PREGNANCY
O2623,"PREG CARE FOR PATIENT W RECURRENT PREG LOSS, THIRD TRIMESTER"
O280,ABNORMAL HEMATOLOG FINDING ON ANTENATAL SCREENING OF MOTHER
O3432,"MATERNAL CARE FOR CERVICAL INCOMPETENCE, SECOND TRIMESTER"
O3660,"MATERNAL CARE FOR EXCESSIVE FETAL GROWTH, UNSP TRIMESTER"
O4291,"PRETERM PREM ROM, UNSP TIME BETW RUPTURE AND ONSET LABOR"
O4312,VELAMENTOUS INSERTION OF UMBILICAL CORD
O4691,"ANTEPARTUM HEMORRHAGE, UNSPECIFIED, FIRST TRIMESTER"
O4692,"ANTEPARTUM HEMORRHAGE, UNSPECIFIED, SECOND TRIMESTER"
O628,OTHER ABNORMALITIES OF FORCES OF LABOR
O660,OBSTRUCTED LABOR DUE TO SHOULDER DYSTOCIA
O6640,"FAILED TRIAL OF LABOR, UNSPECIFIED"
O7182,OTHER SPECIFIED TRAUMA TO PERINEUM AND VULVA
O722,DELAYED AND SECONDARY POSTPARTUM HEMORRHAGE
O902,HEMATOMA OF OBSTETRIC WOUND
O9852,OTHER VIRAL DISEASES COMPLICATING CHILDBIRTH
O9941,DISEASES OF THE CIRCULATORY SYSTEM COMPLICATING PREGNANCY
P199,"METABOLIC ACIDEMIA IN NEWBORN, UNSPECIFIED"
P352,CONGENITAL HERPESVIRAL [HERPES SIMPLEX] INFECTION
P721,TRANSITORY NEONATAL HYPERTHYROIDISM
P9161,MILD HYPOXIC ISCHEMIC ENCEPHALOPATHY [HIE]
Q031,ATRESIA OF FORAMINA OF MAGENDIE AND LUSCHKA
Q068,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF SPINAL CORD
Q132,OTHER CONGENITAL MALFORMATIONS OF IRIS
Q161,"CONGENITAL ABSENCE, ATRESIA AND STRICTURE OF AUDITORY CANAL"
Q212,ATRIOVENTRICULAR SEPTAL DEFECT
Q218,OTHER CONGENITAL MALFORMATIONS OF CARDIAC SEPTA
Q239,"CONGENITAL MALFORMATION OF AORTIC AND MITRAL VALVES, UNSP"
Q248,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF HEART
Q253,SUPRAVALVULAR AORTIC STENOSIS
Q2548,ANOMALOUS ORIGIN OF SUBCLAVIAN ARTERY
Q264,"ANOMALOUS PULMONARY VENOUS CONNECTION, UNSPECIFIED"
Q279,"CONGENITAL MALFORMATION OF PERIPHERAL VASCULAR SYSTEM, UNSP"
Q289,"CONGENITAL MALFORMATION OF CIRCULATORY SYSTEM, UNSPECIFIED"
Q383,OTHER CONGENITAL MALFORMATIONS OF TONGUE
Q384,CONGENITAL MALFORMATIONS OF SALIVARY GLANDS AND DUCTS
Q386,OTHER CONGENITAL MALFORMATIONS OF MOUTH
Q6100,"CONGENITAL RENAL CYST, UNSPECIFIED"
Q6239,OTHER OBSTRUCTIVE DEFECTS OF RENAL PELVIS AND URETER
Q6479,OTHER CONGENITAL MALFORMATIONS OF BLADDER AND URETHRA
Q648,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF URINARY SYSTEM
Q659,"CONGENITAL DEFORMITY OF HIP, UNSPECIFIED"
Q6600,"CONGENITAL TALIPES EQUINOVARUS, UNSPECIFIED FOOT"
Q6601,"CONGENITAL TALIPES EQUINOVARUS, RIGHT FOOT"
Q6630,"OTHER CONGENITAL VARUS DEFORMITIES OF FEET, UNSPECIFIED FOOT"
Q664,CONGENITAL TALIPES CALCANEOVALGUS
Q669,"CONGENITAL DEFORMITY OF FEET, UNSPECIFIED"
Q680,CONGENITAL DEFORMITY OF STERNOCLEIDOMASTOID MUSCLE
Q740,"OTH CONGEN MALFORM OF UPPER LIMB(S), INC SHOULDER GIRDLE"
Q7641,CONGENITAL KYPHOSIS
Q781,POLYOSTOTIC FIBROUS DYSPLASIA
Q786,MULTIPLE CONGENITAL EXOSTOSES
Q7959,OTHER CONGENITAL MALFORMATIONS OF ABDOMINAL WALL
Q799,"CONGENITAL MALFORMATION OF MUSCULOSKELETAL SYSTEM, UNSP"
Q809,"CONGENITAL ICHTHYOSIS, UNSPECIFIED"
Q870,CONGEN MALFORM SYNDROMES PREDOM AFFECTING FACIAL APPEARANCE
Q871,CONGENITAL MALFORM SYNDROMES PREDOM ASSOC W SHORT STATURE
Q8901,ASPLENIA (CONGENITAL)
Q8909,CONGENITAL MALFORMATIONS OF SPLEEN
Q992,FRAGILE X CHROMOSOME
R011,"CARDIAC MURMUR, UNSPECIFIED"
R0489,HEMORRHAGE FROM OTHER SITES IN RESPIRATORY PASSAGES
R059,"COUGH, UNSPECIFIED"
R10,ABDOMINAL AND PELVIC PAIN
R1081,ABDOMINAL TENDERNESS
R159,FULL INCONTINENCE OF FECES
R1930,"ABDOMINAL RIGIDITY, UNSPECIFIED SITE"
R198,OTH SYMPTOMS AND SIGNS INVOLVING THE DGSTV SYS AND ABDOMEN
R220,"LOCALIZED SWELLING, MASS AND LUMP, HEAD"
R259,UNSPECIFIED ABNORMAL INVOLUNTARY MOVEMENTS
R294,CLICKING HIP
R311,BENIGN ESSENTIAL MICROSCOPIC HEMATURIA
R350,FREQUENCY OF MICTURITION
R3981,FUNCTIONAL URINARY INCONTINENCE
R410,"DISORIENTATION, UNSPECIFIED"
R441,VISUAL HALLUCINATIONS
R451,RESTLESSNESS AND AGITATION
R460,VERY LOW LEVEL OF PERSONAL HYGIENE
R464,SLOWNESS AND POOR RESPONSIVENESS
R4922,HYPONASALITY
R55,SYNCOPE AND COLLAPSE
R5601,COMPLEX FEBRILE CONVULSIONS
R599,"ENLARGED LYMPH NODES, UNSPECIFIED"
R683,CLUBBING OF FINGERS
R6881,EARLY SATIETY
R710,PRECIPITOUS DROP IN HEMATOCRIT
